2026-04-15 06:21:37 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1058 | Timeout: https://publicreporting.cftc.gov/api/odata/v1/CorpActions?$filter=Market_and_Exchange_Names eq 'BITCOIN - CHICAGO MERCANTILE EXCHANGE'&$orderby=Report_Date_as_YYYY_MM_DD desc&$top=1
2026-04-15 08:16:54 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=SOLUSDT — retrying in 3.0s
2026-04-15 08:16:54 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BNBUSDT — retrying in 3.0s
2026-04-15 08:16:54 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=XRPUSDT — retrying in 3.0s
2026-04-15 08:16:55 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=DOGEUSDT — retrying in 3.0s
2026-04-15 08:16:55 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ADAUSDT — retrying in 3.0s
2026-04-15 08:16:55 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=AVAXUSDT — retrying in 3.0s
2026-04-15 08:16:55 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ARBUSDT — retrying in 3.0s
2026-04-15 08:16:56 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=OPUSDT — retrying in 3.0s
2026-04-15 08:16:56 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=SUIUSDT — retrying in 3.0s
2026-04-15 08:16:56 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=DOTUSDT — retrying in 3.0s
2026-04-15 08:16:57 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BTCUSDT — retrying in 6.0s
2026-04-15 08:16:57 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ETHUSDT — retrying in 6.0s
2026-04-15 08:16:57 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=SOLUSDT — retrying in 6.0s
2026-04-15 08:16:57 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BTCUSDT — retrying in 3.0s
2026-04-15 08:16:58 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BNBUSDT — retrying in 6.0s
2026-04-15 08:16:58 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=XRPUSDT — retrying in 6.0s
2026-04-15 08:16:58 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=DOGEUSDT — retrying in 6.0s
2026-04-15 08:16:58 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ADAUSDT — retrying in 6.0s
2026-04-15 08:16:59 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=AVAXUSDT — retrying in 6.0s
2026-04-15 08:16:59 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ARBUSDT — retrying in 6.0s
2026-04-15 08:16:59 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=OPUSDT — retrying in 6.0s
2026-04-15 08:16:59 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=SUIUSDT — retrying in 6.0s
2026-04-15 08:17:00 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=DOTUSDT — retrying in 6.0s
2026-04-15 08:17:00 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BTCUSDT — retrying in 6.0s
2026-04-15 08:17:03 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BTCUSDT — retrying in 12.0s
2026-04-15 08:17:03 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ETHUSDT — retrying in 12.0s
2026-04-15 08:17:03 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=SOLUSDT — retrying in 12.0s
2026-04-15 08:17:04 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BNBUSDT — retrying in 12.0s
2026-04-15 08:17:04 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=XRPUSDT — retrying in 12.0s
2026-04-15 08:17:04 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=DOGEUSDT — retrying in 12.0s
2026-04-15 08:17:04 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ADAUSDT — retrying in 12.0s
2026-04-15 08:17:05 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=AVAXUSDT — retrying in 12.0s
2026-04-15 08:17:05 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ARBUSDT — retrying in 12.0s
2026-04-15 08:17:05 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=OPUSDT — retrying in 12.0s
2026-04-15 08:17:05 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=SUIUSDT — retrying in 12.0s
2026-04-15 08:17:06 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 3/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=DOTUSDT — retrying in 12.0s
2026-04-15 08:17:08 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=MYXUSDT — retrying in 3.0s
2026-04-15 08:17:08 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=RAVEUSDT — retrying in 3.0s
2026-04-15 08:17:08 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=AIOTUSDT — retrying in 3.0s
2026-04-15 08:17:08 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=LDOUSDT — retrying in 3.0s
2026-04-15 08:17:09 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=INTCUSDT — retrying in 3.0s
2026-04-15 08:17:09 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BRUSDT — retrying in 3.0s
2026-04-15 08:17:09 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=XPLUSDT — retrying in 3.0s
2026-04-15 08:17:09 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=APRUSDT — retrying in 3.0s
2026-04-15 08:17:10 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ONUSDT — retrying in 3.0s
2026-04-15 08:17:10 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=OGUSDT — retrying in 3.0s
2026-04-15 08:17:10 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=EDGEUSDT — retrying in 3.0s
2026-04-15 08:17:10 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=DUSDT — retrying in 3.0s
2026-04-15 08:17:11 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=MSTRUSDT — retrying in 3.0s
2026-04-15 08:17:11 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=MONUSDT — retrying in 3.0s
2026-04-15 08:17:11 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=MYXUSDT — retrying in 6.0s
2026-04-15 08:17:11 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=RAVEUSDT — retrying in 6.0s
2026-04-15 08:17:12 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=AIOTUSDT — retrying in 6.0s
2026-04-15 08:17:12 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=LDOUSDT — retrying in 6.0s
2026-04-15 08:17:12 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=INTCUSDT — retrying in 6.0s
2026-04-15 08:17:12 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BRUSDT — retrying in 6.0s
2026-04-15 08:17:13 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=XPLUSDT — retrying in 6.0s
2026-04-15 08:17:13 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=APRUSDT — retrying in 6.0s
2026-04-15 08:17:13 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ONUSDT — retrying in 6.0s
2026-04-15 08:17:13 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=OGUSDT — retrying in 6.0s
2026-04-15 08:17:14 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=EDGEUSDT — retrying in 6.0s
2026-04-15 08:17:14 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=DUSDT — retrying in 6.0s
2026-04-15 08:17:14 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=MSTRUSDT — retrying in 6.0s
2026-04-15 08:17:14 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 2/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=MONUSDT — retrying in 6.0s
2026-04-15 08:17:15 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 4/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BTCUSDT — retrying in 24.0s
2026-04-15 08:17:15 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 4/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ETHUSDT — retrying in 24.0s
2026-04-15 08:17:15 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 1/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BTCUSDT — retrying in 3.0s
2026-04-15 08:17:15 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 4/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=SOLUSDT — retrying in 24.0s
2026-04-15 08:17:16 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 4/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=BNBUSDT — retrying in 24.0s
2026-04-15 08:17:16 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 4/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=XRPUSDT — retrying in 24.0s
2026-04-15 08:17:16 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 4/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=DOGEUSDT — retrying in 24.0s
2026-04-15 08:17:16 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 4/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=ADAUSDT — retrying in 24.0s
2026-04-15 08:17:17 | WARNING  | data.api_client                     | api_client.py:384 | Network error (attempt 4/5): binance GET https://fapi.binance.com/fapi/v1/ticker/24hr?symbol=AVAXUSDT — retrying in 24.0s
